question,ID,en_question,similarity
นายแพทย์กัน มีลูกชายป่วยเป็นโรคมะเร็งระยะสุดท้าย จึงขอทำหน้าที่เพียงแค่รักษาคนไข้ตามปกติ แต่งดงานที่ไปเป็นวิทยากรตามบริษัทยาต่าง ๆ อย่างสิ้นเชิง เพราะต้องการมีเวลาดูแลลูกชายของตนเอง ท่านคิดว่านายแพทย์กันเป็นคนเช่นไร,tpat1_066,"Dr. Kan has a son who is in the terminal stage of cancer. Therefore, he has requested to only perform his regular duties of treating patients and has completely stopped his work as a speaker for various pharmaceutical companies because he wants to have time to take care of his son. What do you think of Dr. Kan as a person?",0.7319789
โจรขโมยของในร้านขายของชา โดยเมื่อโดนจับได้ก็บอกแก่ตำรวจว่าจะรีบเอาเงินไปซื้อข้าวซื้อนมให้ลูกกินและตนทำไปเพราะความจำเป็นจริง ๆ ถ้าท่านเป็นตำรวจ ท่านจะทำอย่างไร,tpat1_067,"A thief stole items from a tea shop, and when caught, he told the police that he urgently needed the money to buy food and milk for his child and that he did it out of genuine necessity. If you were the police officer, what would you do?",0.8392796
บริษัทยาไวอากู้ ได้มอบเครื่องตรวจสมรรถภาพทางเพศราคาหลายล้านบาทมาให้ท่าน ซึ่งเป็นแพทย์ไว้ใช้ตรวจคนไข้โดยท่านได้รับในนามของโรงพยาบาลที่ท่านสังกัดอยู่ ข้อใดถูกต้อง,tpat1_068,"Pharmaceutical company Viagra has given you a multi-million baht sexual performance testing device to use for examining patients, which you received on behalf of the hospital you are affiliated with. Which of the following is correct?",0.8132913
ท่านมีความเห็นอย่างไรต่อแพทย์ที่สั่งยาจากบริษัทที่มักพาแพทย์ไปเที่ยวต่างประเทศ,tpat1_069,What is your opinion on doctors who prescribe medication from companies that often take doctors on trips abroad?,0.9356935
หากท่านเป็นแพทย์ได้สั่งยาจากบริษัทยาบริษัทหนึ่ง บริษัทนี้ได้นำกระเป๋าบาโลงสิอาโก้ มูลค่ากว่าสามหมื่นบาท มาให้ท่านเป็นของขวัญ ท่านคิดเห็นอย่างไร,tpat1_070,"If you are a doctor and have ordered medication from a pharmaceutical company, and this company gives you a Balenciaga bag worth more than thirty thousand baht as a gift, what do you think about it?",0.8113131
ในการประชุมเกี่ยวกับยาต้านไวรัส HIV นายแพทย์พละ ซึ่งเคยทำการศึกษาวิจัยเกี่ยวกับยาของบริษัท A พบว่ามีประสิทธิภาพสูงมาก สามารถใช้ได้จริง ดังนั้นในการประชุมครั้งนี้ นายแพทย์พละ จึงบรรยายถึงแต่ยาของบริษัท A เท่านั้น หากท่านเป็นแพทย์ที่เข้าร่วมประชุมในครั้งนี้ด้วย ท่านมีความคิดเห็นอย่างไร,tpat1_071,"At a meeting about HIV antiviral drugs, Dr. Phala, who has previously conducted research on Company A's drug and found it to be highly effective and practical for use, exclusively discussed Company A's drug. If you were a doctor attending this meeting, what would be your opinion?",0.8592477
ในการเลือกตั้ง ส.ส. หากคุณแม่ของคุณขอร้องให้ท่านเลือก ส.ส. พรรคพลังประปาแรท ซึ่งคุณก็รู้ว่า ส.ส. พรรคนี้เป็นผู้ที่ทุจริตคดโกง และคุณได้ชี้แจงกับคุณแม่ของคุณแล้วแต่ท่านไม่ยอมเข้าใจคุณควรทำอย่างไร,tpat1_072,"In the election for Members of Parliament, if your mother asks you to vote for a candidate from the Palang Prabarat Party, which you know is corrupt, and you have already explained this to your mother but she does not understand, what should you do?",0.77385044
ป้าบัวทองเคยให้การช่วยเหลือและเลี้ยงดูท่านเสมอ ๆ สมัยที่ท่านยังเป็นเด็ก ๆ ซึ่งในภายหลังท่านได้กลายมาเป็นแพทย์ และป้าบัวทองได้มาขอให้ท่านออกใบรับรองแพทย์ให้กับลูกชายซึ่งไม่ได้ป่วยจริง ท่านคิดเห็นอย่างไร,tpat1_073,"Aunt Buathong always helped and took care of you when you were a child. Later, you became a doctor, and Aunt Buathong asked you to issue a medical certificate for her son, who is not actually sick. What do you think about this?",0.74556583
แพทย์คนหนึ่งเป็นผู้อำนวยการโรงพยาบาลมีความตั้งใจที่จะพัฒนาโรงพยาบาลเป็นอย่างมาก โดยต้องการที่จะสร้างอาคาร ซึ่งต้องใช้ไม้ในการก่อสร้างมูลค่า 1 ล้านบาท แต่มีเพื่อนมาเสนอว่าอยากช่วยเหลือโรงพยาบาล จึงเสนอว่าตนสามารถหาไม้จากประเทศเพื่อนบ้านราคาเพียง 3 แสน แพทย์ท่านนี้ควรพิจารณาเรื่องใด,tpat1_074,"A doctor who is the director of a hospital is very determined to develop the hospital. He wants to construct a building, which requires wood worth 1 million baht for the construction. However, a friend has offered to help the hospital by providing wood from a neighboring country for only 300,000 baht. What should this doctor consider?",0.85456467
หากท่านเป็นผู้อำนวยการของโรงพยาบาลประจำอำเภอ เนื่องจากโรงพยาบาลของท่านถูกกระทรวงสาธารณสุขตัดงบประมาณ เนื่องจากจำเป็นต้องนำเอางบประมาณลงไปช่วยพื้นที่น้ำท่วม ทำให้สถานะทางการเงินของโรงพยาบาลท่านอยู่ในช่วงวิกฤติ บังเอิญว่ามีธนาคารเอกชนมาเสนอท่านว่า หากทาบัตรประจำตัวผู้ป่วยให้เป็นบัตร ATM ไปเลยในตัว โรงพยาบาลของท่านจะได้รับเงินสนับสนุนจากธนาคาร หากท่านเป็นผู้อำนวยการโรงพยาบาลจะมีหลักพิจารณาอย่างไร,tpat1_075,"If you were the director of a district hospital and your hospital's budget was cut by the Ministry of Public Health because the funds were needed to assist flood-affected areas, putting your hospital in a financial crisis, and a private bank happened to offer you a proposal to turn patient ID cards into ATM cards in exchange for financial support from the bank, what considerations would you take into account as the hospital director?",0.7998948
ระหว่างโดยสารเครื่องบินไปประเทศฟินแลนด์ นายอีริคนั่งข้างเด็กหญิงอายุห้าขวบคนหนึ่ง โดยอีกข้างของเด็กหญิงเป็นหน้าต่าง เมื่อผ่านไปได้ 1 ชั่วโมงหลังจากเครื่องขึ้น เขาก็หันไปเพื่อที่จะพูดคุยกับเด็กหญิงซึ่ง เขาพบว่าเด็กหญิงได้หลับไปแล้ว เขาจึงอ่านนิตยสารต่อไป ต่อมานักบินได้ประกาศว่าเกิดเหตุฉุกเฉิน และ มีหน้ากากออกซิเจนหล่นลงมาให้ผู้โดยสารใส่ โดยต้องใส่อย่างเร่งด่วน ในเหตุการณ์เช่นนี้ นายอีริคควรปฏิบัติตัวอย่างไร,tpat1_076,"During a flight to Finland, Mr. Erik was seated next to a five-year-old girl, with the window on the other side of her. One hour after takeoff, he turned to talk to the girl, only to find that she had already fallen asleep. He then continued reading his magazine. Later, the pilot announced an emergency, and oxygen masks dropped down for the passengers to put on urgently. In such a situation, what should Mr. Erik do?",0.8833754
หากท่านเป็นแพทย์ที่โรงพยาบาลแห่งหนึ่ง ท่านได้รับโทรศัพท์จากพยาบาลที่ห้องฉุกเฉินว่ามีผู้ป่วยประสบอุบัติเหตุรถชนอาการสาหัส และขณะนั้นไม่มีแพทย์เวรอยู่เลย ท่านจึงรีบวิ่งกลับไปยังห้องฉุกเฉิน แต่ บังเอิญว่า ขณะนั้น เวลา 08.00 น. ซึ่งมีเสียงเพลงชาติดังขึ้น ท่านจะทำอย่างไร,tpat1_077,"If you are a doctor at a hospital and you receive a phone call from a nurse in the emergency room stating that there is a patient who has been in a severe car accident and there are no other doctors on duty, you quickly run back to the emergency room. However, it happens to be 8:00 AM, and the national anthem starts playing. What would you do?",0.87825096
ข้าราชการชั้นผู้ใหญ่ท่านหนึ่ง มีประวัติดีมาตลอด ต้องการพักร้อนยาว จึงขอให้ท่านเขียนใบรับรองแพทย์ ให้หยุดพัก อีกทั้งข้าราชการท่านนี้เคยมีบุญคุณกับครอบครัวท่านเป็นอย่างมาก ท่านจะทำอย่างไร,tpat1_078,A high-ranking government official with a consistently good record wants to take an extended vacation and asks you to write a medical certificate for the leave. This official has also been very helpful to your family in the past. What will you do?,0.7886817
หากท่านเป็นหนึ่งในทีมตำรวจที่เข้าจับกุมผู้ต้องหาคดีค้ายาเสพติด แต่ผู้ต้องหาไม่รับสารภาพ ท่านให้หัวหน้าชุดจับกุมซ้อมผู้ต้องหาเพื่อให้รับสารภาพ แต่ผู้บังคับบัญชาไม่พอใจและขู่ว่าหากท่านไม่ปฏิบัติตามจะสั่งย้ายท่านไปในพื้นที่สามจังหวัดชายแดนภาคใต้ ท่านคิดเห็นอย่างไร,tpat1_079,"If you were part of a police team arresting a suspect in a drug trafficking case, but the suspect did not confess, and you instructed the head of the arrest team to beat the suspect to obtain a confession, but your superior was displeased and threatened to transfer you to the southern border provinces if you did not comply, what would you think?",0.7786331
บริษัทหนึ่งจะนำเข้าเครื่องบินที่ทันสมัยมาก จุผู้โดยสารได้เยอะ ความคิดใดเกิดประโยชน์มากที่สุด,tpat1_080,A company is planning to import a very modern airplane that can accommodate many passengers. Which idea would be the most beneficial?,0.92401934
หากท่านเป็นพระสงฆ์ มีหญิงวัยชรา 70 ปี จมน้ำหมดสติ ต้องการช่วยชีวิต แต่ในขณะนั้นไม่มีใครที่มีความรู้ในการช่วยชีวิตเลย ท่านซึงเป็นพระสงฆ์จึงเข้าทำการปฐมพยาบาลเบื้องต้น ข้อใดเป็นประเด็นที่ควรพิจารณามากที่สุด,tpat1_081,"If you are a monk and a 70-year-old woman is drowning and unconscious, requiring life-saving assistance, but there is no one else with the knowledge to help, and you as a monk decide to perform first aid, what is the most important consideration?",0.82755095
มีแพทย์คนนึงจะสั่งยารักษาโรค มีให้เลือก 2 บริษัท คือ บริษัท EL (นำเข้า) และบริษัท ยาดี ของไทย ประสิทธิภาพของ บริษัท EL ดีกว่าของ บริษัท ยาดี แต่แพงกว่ามาก แพทย์คนนี้เลือกยาบริษัท EL ในการรักษาผู้ป่วย คนจากบริษัท EL ตอบแทนโดยการพาไปกินข้าวที่ร้านอาหารและเข้าร่วมสัมมนาต่างประเทศ ประเด็นใดควรพิจารณา,tpat1_082,"A doctor is about to prescribe medication for a disease and has two companies to choose from: EL (imported) and Yadee, a Thai company. The medication from EL is more effective than that from Yadee but is significantly more expensive. The doctor chooses the medication from EL to treat the patient. In return, someone from EL rewards the doctor by taking them out to dinner and inviting them to attend an international seminar. What issues should be considered?",0.8470613
แพทย์พาณิชย์ หมายถึงข้อใด,tpat1_083,"""แพทย์พาณิชย์ หมายถึงข้อใด"" translates to ""What does 'commercial doctor' mean?"" in English.",0.78945583
หากท่านเป็นแพทย์ที่ตรวจคนไข้มาตั้งแต่แปดโมงเช้าจนขณะนี้เป็นเวลาบ่ายสามโมง ท่านยังไม่ได้รับประทานอาหารเลย เนื่องจากคนไข้มีจำนวนมาก ท่านจึงตัดสินใจที่จะพักการตรวจเพื่อไปรับประทานอาหาร แต่คนไข้รายหนึ่งก็เข้ามาหาท่านเพื่อขอตรวจก่อน เนื่องจากรอมาตั้งแต่หกโมงเช้าแล้ว ท่านควรทำอย่างไร,tpat1_084,"If you are a doctor who has been seeing patients since 8 a.m. and it is now 3 p.m., and you haven't had a chance to eat because there are so many patients, you decide to take a break to eat. However, a patient comes to you asking to be seen first because they have been waiting since 6 a.m. What should you do?",0.8586219
ผู้อำนวยการโรงพยาบาลต้องการส่งเสริมด้านจริยธรรมให้แก่บุคลากรในโรงพยาบาล ถามว่าสถานการณ์ใดที่สื่อถึงปัญหาดังกล่าวได้ชัดเจนที่สุด:,tpat1_085,The hospital director wants to promote ethics among the hospital staff. Which situation most clearly illustrates this issue?,0.8350079
ปัจจุบันมีกลุ่มบุคคลที่อ้างตัวเป็นนักศึกษาแพทย์ ได้จัดทาหนังสือเฉลยข้อสอบวิชาจริยธรรมแพทย์ของ กสพท. ออกมาจำหน่าย ซึ่งเนื้อหาที่ได้เฉลยนั้นไม่ถูกต้องตามจุดประสงค์ที่แท้จริงของผู้ที่จัดทาข้อสอบ ทำให้มองว่าข้อสอบไม่สามารถวัดจริยธรรมได้ ประเด็นใดควรพิจารณามากที่สุด:,tpat1_086,"Currently, there is a group of individuals claiming to be medical students who have produced and are selling answer keys for the medical ethics exam of the Consortium of Thai Medical Schools (กสพท.). The content of these answer keys does not align with the true intentions of the exam creators, leading to the perception that the exam cannot accurately measure ethics. Which issue should be considered the most important?",0.72007173
แพทย์คนใดควรได้รับการยกย่องมากที่สุด:,tpat1_087,Which doctor should be most admired?,0.8754232
"แพทยสภาได้มีข้อห้ามที่ไม่ให้แพทย์รับสิ่งของจากบุคคลอื่นที่มีมูลค่าเกิน 3,000 บาท ภรรยาของนายแพทย์สง่าซึ่งไม่ได้เป็นแพทย์ได้รับแพ็กเกจนวดหน้ามูลค่า 2,500 บาท จากร้านค้าส่งเครื่องมือแพทย์แห่งหนึ่ง ท่านคิดว่าการกระทำดังกล่าวสมควรหรือไม่อย่างไร:",tpat1_088,"The Medical Council has prohibited doctors from accepting items from others that are valued over 3,000 baht. The wife of Dr. Sanga, who is not a doctor, received a facial massage package worth 2,500 baht from a medical equipment supplier. Do you think this action is appropriate or not, and why?",0.8252492
ยายเมืองออกจากบ้านตั้งแต่ 6 โมงเช้าเพื่อไปรักษาอาการเจ็บคอที่โรงพยาบาล ปรากฏว่าเมื่อถึงเวลาบ่ายโมง ขณะที่กำลังจะได้เข้าไปพบแพทย์ มีผู้ป่วยฉุกเฉินถูกงูกัดถูกนำส่งมายังโรงพยาบาลทำให้แพทย์ซึ่งเป็นแพทย์คนเดียวของโรงพยาบาลจำเป็นต้องลัดคิวเพื่อรักษาผู้ป่วยงูกัดก่อน ทำให้ยายเมืองโกรธมากและเข้าไปต่อว่าแพทย์ท่านนั้น และเดินออกจากโรงพยาบาลเพื่อไปคลินิกที่เปิดใกล้ๆ โดยไม่ยอมฟังคำชี้แจงจากแพทย์ท่านนั้น หากท่านเป็นแพทย์ท่านนั้นก่อนที่จะตัดสินใจรักษาผู้ป่วยงูกัดก่อนยายเมือง ท่านจะทำอย่างไร:,tpat1_089,"Grandma Muang left her house at 6 AM to go to the hospital for a sore throat treatment. It turned out that by 1 PM, just as she was about to see the doctor, an emergency patient who had been bitten by a snake was brought to the hospital. The doctor, who was the only doctor at the hospital, had to prioritize treating the snakebite patient first. This made Grandma Muang very angry, and she confronted the doctor before leaving the hospital to go to a nearby clinic, refusing to listen to the doctor's explanation. If you were that doctor, what would you do before deciding to treat the snakebite patient before Grandma Muang?",0.6871877
ท่านเห็นด้วยกับประโยคที่ว่า การช่วยผู้ป่วยที่สิ้นหวังให้ตายอย่างสงบหรือไม่:,tpat1_090,Do you agree with the statement that helping terminally ill patients to die peacefully is acceptable?,0.8134372
วันหนึ่งผู้ป่วยมะเร็งของท่านท้อแท้หมดหวังที่จะทำการรักษาต่อ ท่านจะทำอย่างไร:,tpat1_091,"One day, your cancer patient feels discouraged and hopeless about continuing treatment. What will you do?",0.85219735
ผู้ป่วยระยะสุดท้ายรายหนึ่งได้ทำการรักษามานานหลายปี จนกระทั่งได้ล้มป่วยลงด้วยอาการสมองฝ่อ (frontotemporal hypotrophy) ซึ่งทางทีมแพทย์ก็ได้ใช้ยาผลิตภัณฑ์ตัวใหม่ล่าสุดซึ่งมีราคาแพงมาก เพื่อรักษาอาการผู้ป่วย แต่ต่อมาไม่นานผู้ป่วยก็เสียชีวิตลง ทางญาติผู้ป่วยจึงพากันเรียกร้องค่าเสียหายเนื่องจากยาที่ท่านได้ให้นั้น มีราคาแพงมาก จนทำให้ต้องเป็นหนี้ธนาคารหลายแสนบาท ท่านควรทำอย่างไร:,tpat1_092,"A terminally ill patient had been undergoing treatment for many years until they fell ill with frontotemporal hypotrophy. The medical team used a very expensive new drug to treat the patient's condition. However, the patient passed away shortly thereafter. The patient's relatives are now demanding compensation because the drug was so expensive that it caused them to incur hundreds of thousands of baht in debt to the bank. What should you do?",0.84133685
ท่านคิดเห็นอย่างไรกับการที่หมอออกมาแถลงข่าวเรื่องเกี่ยวกับดารา:,tpat1_093,What do you think about doctors holding press conferences about celebrities?,0.802437
การที่โรงพยาบาลแถลงข่าวของดาราที่ป่วยเป็นโรคมะเร็ง โรงพยาบาลควรทำหรือไม่ อย่างไร:,tpat1_094,"Should the hospital hold a press conference about a celebrity who is suffering from cancer? If so, how should they do it?",0.8568587
เมื่อมีผู้มีชื่อเสียงมารักษาที่โรงพยาบาล และแพทย์ที่ดูแลนั้นมักถูกถามเรื่องอาการของเธอ แพทย์ควรคิดอย่างไร:,tpat1_095,"When a celebrity is being treated at the hospital and the doctor in charge is frequently asked about her condition, what should the doctor consider?",0.85075
ชายคนหนึ่งมาตรวจโรคเอดส์กับทางโรงพยาบาล เนื่องจากไม่แน่ใจว่าตนได้รับเชื้อหรือไม่ ผลตรวจปรากฏว่า ชายผู้นี้ไม่ได้เป็นโรคเอดส์ และกลับบ้านไป สามวันต่อมา ภรรยาทราบข่าวว่าสามีมาตรวจโรคเอดส์กับทางโรงพยาบาล จึงมาแอบถามกับหมอว่าสามีตนเองเป็นโรคเอดส์หรือเปล่า หากท่านเป็นแพทย์รายนี้ ท่านจะทำอย่างไร:,tpat1_096,"A man came to the hospital to get tested for AIDS because he was unsure if he had contracted the virus. The test results showed that he did not have AIDS, and he went home. Three days later, his wife found out that her husband had been tested for AIDS at the hospital, so she secretly asked the doctor whether her husband had AIDS. If you were this doctor, what would you do?",0.8525387
นายชาติหน้า อายุ 37 ปี สมรสแล้ว มีบุตร 2 คน มาตรวจเลือดไวรัส HIV ซึ่งผลตรวจออกมาว่าติดเชื้อ และได้ร้องขอให้แพทย์เก็บไว้เป็นความลับ ไม่บอกแม้แต่ภรรยาของเขา หากท่านเป็นแพทย์ผู้ดูแลรักษาจะปฏิบัติตนอย่างไร:,tpat1_097,"Mr. Chatna, 37 years old, married with two children, came for an HIV blood test, which resulted in a positive diagnosis. He requested that the doctor keep this information confidential and not disclose it even to his wife. If you were the attending physician, how would you handle this situation?",0.8496575
ท่านเป็นแพทย์เวรประจาหอผู้ป่วยได้รับโทรศัพท์จากมารดาของผู้ป่วยรายหนึ่งซึ่งมีภาวะวิกฤต สอบถามถึงอาการของผู้ป่วย ท่านจะมีแนวทางปฏิบัติตนอย่างไร:,tpat1_098,You are the on-call physician for the patient ward and receive a phone call from the mother of a critically ill patient inquiring about the patient's condition. How would you handle this situation?,0.851588
"นายดามีเชื้อ HIV แต่ไม่ยอมบอกนางสมที่เป็นภรรยา เพราะกลัวถูกทอดทิ้งเวลาเจ็บไข้ได้ป่วย อีกทั้งได้มีเพศสัมพันธ์กับนางสมโดยไม่ได้ป้องกัน หากนางสมมาถามคุณซึ่งเป็นแพทย์ว่านายดามีเชื้อเอดส์หรือไม่ และคุณเป็นแพทย์เจ้าของผู้ป่วยจะทำอย่างไร
(ก) บอก เพราะนางสมอาจติดเชื้อเอดส์ไปแล้ว จะได้รักษาตัวเอง
(ข) บอก เพราะนายดาคงไม่ยอมบอกเอง
(ค) ไม่บอก เพราะเป็นความลับของผู้ป่วย
(ง) ไม่บอก เพราะหากนายดาถูกทอดทิ้ง ใครจะรับผิดชอบ
คุณจะใช้ข้อใดบ้างในการตัดสินใจเรื่องนี้
",tpat1_099,"Here is the translation of the Thai question into English:

Mr. Da has HIV but refuses to tell Mrs. Som, his wife, because he is afraid of being abandoned when he is ill. Moreover, he has had unprotected sex with Mrs. Som. If Mrs. Som asks you, as the doctor, whether Mr. Da has AIDS, and you are the attending physician, what would you do?
(a) Tell her because Mrs. Som might already be infected and needs to take care of herself.
(b) Tell her because Mr. Da is unlikely to tell her himself.
(c) Do not tell her because it is the patient's confidential information.
(d) Do not tell her because if Mr. Da is abandoned, who will take responsibility?
Which option(s) would you use to make a decision in this matter?",0.81277186
คู่สามีภรรยาคนดังในวงการบันเทิงได้พาเด็กชายอายุ 7 ขวบมาตรวจ DNA เพื่อยืนยันว่าเป็นลูกของฝ่ายชายจริงหรือไม่ เนื่องจากหน้าตาของลูกชายไม่เหมือนตนเอง ผลการตรวจพบว่าเด็กชายผู้นั้นไม่ใช่ลูกของฝ่ายชายจริง ท่านจะทำอย่างไรต่อ?,tpat1_100,"English: A famous couple in the entertainment industry brought a 7-year-old boy for a DNA test to confirm if he is really the man's son, as the boy does not resemble him. The test results showed that the boy is not actually the man's son. What would you do next?",0.90015775
คุณแม่พาลูกสาวอายุ 21 ปี มาพบแพทย์เนื่องจากประจำเดือนมาไม่ปกติ แพทย์ตรวจร่างกายพบว่าตั้งครรภ์ 3 เดือน เด็กขอร้องให้ปิดไม่ให้แม่ทราบ แพทย์ควรทำอย่างไร,tpat1_101,A mother brings her 21-year-old daughter to see a doctor because her menstrual cycle is irregular. The doctor examines her and finds that she is 3 months pregnant. The daughter pleads with the doctor not to inform her mother. What should the doctor do?,0.8871627
นักการเมืองคนหนึ่งมีประวัติการศึกษาและการทำงานที่ดี แต่อดีตเคยบังคับให้ผู้หญิงไปทำแท้ง นักข่าวจึงไปสอบถามหัวหน้าของเขา ถ้าท่านเป็นหัวหน้า ท่านควรทำอย่างไร,tpat1_102,"A politician has a good educational and work background, but in the past, he forced a woman to have an abortion. A journalist went to ask his superior about this. If you were the superior, what should you do?",0.820365
ข้าวเป็นเด็กดีในครอบครัวมีน้องชื่อโพด เป็นคนที่เสพยาเสพติดมากจนทำให้พ่อเครียดถึงขั้นเส้นเลือดในสมองแตก เป็นเหตุให้พ่อของเขาเสียชีวิต นอกจากนั้นโพดยังก่อเรื่องทำให้แม่ปวดหัวทุกวัน ข้าวจึงคิดว่าจะทำให้โพดพิการ จะได้ทำอะไรไม่ได้ สิ่งใดควรพิจารณา,tpat1_103,"Rice is a good child in the family and has a younger sibling named Pod, who is heavily addicted to drugs, causing their father so much stress that he suffered a stroke and passed away. Additionally, Pod constantly causes trouble, giving their mother a headache every day. Rice is considering making Pod disabled so that he can't do anything. What should be considered?",0.7382651
ประธานาธิบดีหญิงพาผู้ชายไปโรงแรมด้วยอย่างลับ ทำให้คนวิพากษ์กันเรื่องนี้เป็นว่าเล่น และมีการวิจารณ์ในแง่ลบว่ามีพฤติกรรมชู้สาวและพูดถึงเรื่องผลประโยชน์ ท่านมีความคิดเห็นว่าอย่างไรกับเหตุการณ์นี้,tpat1_104,"The female president secretly took a man to a hotel, causing widespread public criticism and negative comments about alleged infidelity and discussions of potential benefits. What is your opinion on this incident?",0.8615668
ปณิตาเป็นนักเรียนแพทย์ในมหาวิทยาลัยแห่งหนึ่ง เธอเป็นคนชอบทำกิจกรรมเพื่อสาธารณประโยชน์มากและทำมาตั้งแต่สมัยเป็นประธานนักเรียน เมื่อมาเรียนแพทย์เธอก็ยังชอบทำกิจกรรมอยู่เช่นเดิม แต่ผลการเรียนของเธอไม่เป็นที่น่าพอใจนัก จนอยู่ในเกณฑ์ที่จะถูกให้ออกจากมหาวิทยาลัย หากท่านเป็นเพื่อนสนิทของปณิตา ท่านจะช่วยแก้ปัญหานี้อย่างไร,tpat1_105,"Panita is a medical student at a university. She enjoys participating in community service activities and has been doing so since she was a student council president. Even after starting medical school, she continues to enjoy these activities. However, her academic performance is unsatisfactory and she is at risk of being expelled from the university. If you were Panita's close friend, how would you help solve this problem?",0.8247171
ในช่วงหลายปีที่ผ่านมาวงการฟุตบอลไทยมีพัฒนาการไปในทางที่ดีมาก แต่ในขณะเดียวกันก็มีเหตุการณ์ที่ไม่พึงประสงค์เกิดขึ้นคือ แฟนฟุตบอลทีมต่าง ๆ ชอบยกพวกตีกันอยู่เป็นประจำ หากท่านเป็นอาจารย์ในโรงเรียนชายล้วนแห่งหนึ่งซึ่งมีนักเรียนคลั่งไคล้กีฬาฟุตบอลเป็นจำนวนมากและมักยกพวกตีกับแฟนบอลฝ่ายตรงข้ามเป็นประจำ ท่านจะอบรมนักเรียนของท่านอย่างไร,tpat1_106,"In recent years, the Thai football scene has seen significant positive development. However, there have also been undesirable incidents, such as frequent brawls among fans of different teams. If you were a teacher at an all-boys school where many students are passionate about football and often get into fights with opposing fans, how would you counsel your students?",0.786973
หลังจากมีการทลายบ่อนการพนันกลางกรุงแห่งหนึ่ง เจ้าหน้าที่ตำรวจพบว่าได้มีบัญชีการจ่ายเงินให้แก่เจ้าหน้าที่ตำรวจระดับผู้กำกับการในพื้นที่ หากท่านเป็นผู้บังคับบัญชาของนายตำรวจนายดังกล่าวและมีอำนาจเต็มที่จะพิจารณาลงโทษอย่างเต็มที่ท่านจะทำอย่างไร,tpat1_107,"After a gambling den in the middle of the city was raided, the police found records of payments made to a police superintendent in the area. If you were the superior officer of the said police officer and had full authority to impose any punishment, what would you do?",0.7573247
หากเหตุการณ์ในข้อก่อนหน้านี้เป็นเรื่องจริง ท่านคิดว่าปัญหาที่เกิดขึ้นเป็นเพราะเหตุใด,tpat1_108,"If the event in the previous question were true, what do you think is the cause of the problem?",0.9204904
คุณเป็นผู้อำนวยการโรงพยาบาลแห่งหนึ่ง ตรวจพบว่ามีเงินหายไป และเมื่อตรวจสอบก็พบว่าเหรัญญิกที่ไม่เคยมีประวัติเสียมาก่อนเป็นคนเอาไป เมื่อสอบถามเหรัญญิกก็ยอมรับว่าตนติดหนี้ต้องนำเงินส่วนนั้นไปใช้รักษาแม่ซึ่งป่วยหนักมาก คุณจะทำอย่างไร,tpat1_109,"You are the director of a hospital and have discovered that some money is missing. Upon investigation, it was found that the treasurer, who has never had a bad record before, took the money. When questioned, the treasurer admitted that they were in debt and needed to use the money to pay for their seriously ill mother's treatment. What will you do?",0.82629764
ในขณะที่ท่านกำลังทำข้อสอบอยู่ เพื่อนส่งสัญญาณเพื่อขอลอกข้อสอบ เราควรใช้หลักอะไรในการพิจารณา,tpat1_110,"While you are taking an exam, a friend signals to copy your answers. What principles should you use to consider this situation?",0.8711761
ในปัจจุบัน มีผู้คนนิยมสร้างบ้านทรงไทยกันมาก ซึ่งต้องใช้ไม้สักเป็นวัสดุในการสร้าง โดยประชาชนที่อยากได้บ้านทรงไทยก็มักจะไปจ้างบริษัทรับเหมาก่อสร้าง ให้สร้างบ้านในแบบที่ตนเองต้องการ ดังนั้นจึงมักมีการแอบลอบตัดไม้เขตหวงห้ามเพื่อนำไม้มาทำการสร้างบ้านเรือนไทย โดยเรามักจะพบตามข่าวในหน้าหนังสือว่า เจ้าหน้าที่ป่าไม้ก็อานวยความสะดวกให้กับผู้ลักลอบตัดไม้เพราะได้รับสินบน จากข้อความดังกล่าว ใครมีความผิดมากที่สุด,tpat1_111,"In the present day, many people prefer to build traditional Thai-style houses, which require teak wood as a construction material. People who want a Thai-style house often hire construction companies to build the house according to their preferences. Therefore, there is often illegal logging in restricted areas to obtain wood for building these traditional houses. We frequently see in the news that forestry officials facilitate illegal loggers in exchange for bribes. Based on the given information, who is the most at fault?",0.73694175
เด็กชายนพมาเข้าสอบสายเป็นเวลา 20 นาที แต่ในกติกากำหนดว่าห้ามมาสายเกิน 15 นาที แต่อาจารย์ที่คุมสอบก็อนุโลมให้เด็กชายนพเข้าห้องสอบ พออาจารย์ตรวจข้อสอบของเด็กชายนพ พบว่าคำตอบของเด็กชายนพใกล้เคียงกับคนข้างๆ พอเรียกมาถามก็ตอบว่า “ผมไม่ได้ลอกครับผมทำเอง คงเป็นเรื่องบังเอิญครับ” อาจารย์เลยไม่ได้สงสัยอะไร แต่ผลของคำตอบเป็นแบบนี้ถึง 2 วิชา เด็กชายนพทุจริตและถูกไล่ออกจากโรงเรียนเดิม หากท่านเป็นอาจารย์ท่านจะคิดอย่างไร,tpat1_112,"English: A boy named Nop arrived 20 minutes late for an exam, even though the rules stated that students should not be more than 15 minutes late. However, the proctor allowed him to take the exam. When the teacher graded Nop's exam, they found that his answers were very similar to those of the student next to him. When questioned, Nop said, ""I didn't cheat; I did it myself. It must be a coincidence."" The teacher did not suspect anything at that time, but the same situation occurred in two subjects. Nop was found to have cheated and was expelled from his previous school. If you were the teacher, what would you think?",0.7991011
